DATA;NIVEL;TIPO;CONTA;REDUZIDO;DESCRICAO;ANTERIOR;DEBITOS;CREDITOS;MOVIMENTO;SALDO ATUAL
30/07/2020;11;Ativo;1.2.2.1.1.1;121339;VALOR PATRIMONIAL;296.783,92;0;0;0;296.783,92
30/07/2020;13;Ativo;1.2.2.1.1.1.0;122265;VALOR PATRIMONIAL;296.783,92;0;0;0;296.783,92
30/07/2020;15;Ativo;1.2.2.1.1.1.0.0;12266;VALOR PATRIMONIAL;296.783,92;0;0;0;296.783,92
30/07/2020;17;Ativo;1.2.2.1.1.1.0.0.0;65159;VALOR PATRIMONIAL;296.783,92;0;0;0;296.783,92
30/07/2020;19;Ativo;1.2.2.1.1.1.0.0.0.0;65160;VALOR PATRIMONIAL;296.783,92;0;0;0;296.783,92
30/07/2020;24;Ativo;1.2.2.1.1.1.0.0.0.0.0001;129940;SEGURADORA LIDER S.A.;296.783,92;0;0;0;296.783,92
30/07/2020;9;Ativo;1.2.2.1.2;121341;ACOES EMP FINANC OU EQUIPARADA,CONTROLA;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;11;Ativo;1.2.2.1.2.1;121342;VALOR PATRIMONIAL;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;13;Ativo;1.2.2.1.2.1.0;122269;VALOR PATRIMONIAL;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;15;Ativo;1.2.2.1.2.1.0.0;122270;VALOR PATRIMONIAL;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;17;Ativo;1.2.2.1.2.1.0.0.0;65163;VALOR PATRIMONIAL;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;19;Ativo;1.2.2.1.2.1.0.0.0.0;65164;VALOR PATRIMONIAL;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;24;Ativo;1.2.2.1.2.1.0.0.0.0.0001;141121;INVEST CAPITALIZAÇÃO S.A.;44.269.177,65;0;-969.955,13;-969.955,13;43.299.222,52
30/07/2020;7;Ativo;1.2.2.3;122166;INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;9;Ativo;1.2.2.3.1;122167;ACOES DE INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;11;Ativo;1.2.2.3.1.0;122289;ACOES DE INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;13;Ativo;1.2.2.3.1.0.0;122290;ACOES DE INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;15;Ativo;1.2.2.3.1.0.0.0;122291;ACOES DE INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;17;Ativo;1.2.2.3.1.0.0.0.0;65185;ACOES DE INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;19;Ativo;1.2.2.3.1.0.0.0.0.0;65186;ACOES DE INCENTIVOS FISCAIS;29.058,08;0;0;0;29.058,08
30/07/2020;24;Ativo;1.2.2.3.1.0.0.0.0.0.0002;140053;NOVA DATA SIST. COMPUT S/A;29.058,08;0;0;0;29.058,08
30/07/2020;5;Ativo;1.2.3;122209;IMOBILIZADO;471.678,19;52.906,42;-27.184,89;25.721,53;497.399,72
30/07/2020;7;Ativo;1.2.3.1;122210;IMOVEIS DE USO PROPRIO;19.719,40;0;-37,3;-37,3;19.682,10
30/07/2020;9;Ativo;1.2.3.1.1;122211;TERRENOS;2.404,52;0;0;0;2.404,52
30/07/2020;11;Ativo;1.2.3.1.1.1;122212;TERRENOS - CUSTO DE AQUISICAO;2.404,52;0;0;0;2.404,52
30/07/2020;13;Ativo;1.2.3.1.1.1.0;122326;TERRENOS - CUSTO DE AQUISICAO;2.404,52;0;0;0;2.404,52
30/07/2020;15;Ativo;1.2.3.1.1.1.0.0;122327;TERRENOS - CUSTO DE AQUISICAO;2.404,52;0;0;0;2.404,52
30/07/2020;17;Ativo;1.2.3.1.1.1.0.0.0;65219;TERRENOS - CUSTO DE AQUISICAO;2.404,52;0;0;0;2.404,52
30/07/2020;19;Ativo;1.2.3.1.1.1.0.0.0.0;65220;TERRENOS - CUSTO DE AQUISICAO;2.404,52;0;0;0;2.404,52
30/07/2020;24;Ativo;1.2.3.1.1.1.0.0.0.0.0001;150322;TERRENOS - CUSTO DE AQUISICAO;2.404,52;0;0;0;2.404,52
30/07/2020;9;Ativo;1.2.3.1.2;122215;EDIFICACAO;39.128,72;0;0;0;39.128,72
30/07/2020;11;Ativo;1.2.3.1.2.1;122216;EDIFICACOES - CUSTO DE AQUISICAO;24.770,72;0;0;0;24.770,72
30/07/2020;13;Ativo;1.2.3.1.2.1.0;122332;EDIFICACOES - CUSTO DE AQUISICAO;24.770,72;0;0;0;24.770,72
30/07/2020;15;Ativo;1.2.3.1.2.1.0.0;122333;EDIFICACOES - CUSTO DE AQUISICAO;24.770,72;0;0;0;24.770,72
30/07/2020;17;Ativo;1.2.3.1.2.1.0.0.0;65225;EDIFICACOES - CUSTO DE AQUISICAO;24.770,72;0;0;0;24.770,72
30/07/2020;19;Ativo;1.2.3.1.2.1.0.0.0.0;65226;EDIFICACOES - CUSTO DE AQUISICAO;24.770,72;0;0;0;24.770,72
30/07/2020;24;Ativo;1.2.3.1.2.1.0.0.0.0.0001;130785;EDIFICACOES - CUSTO DE AQUISICAO;24.770,72;0;0;0;24.770,72
30/07/2020;11;Ativo;1.2.3.1.2.2;122217;EDIFICACOES - REAVALIACAO;14.358,00;0;0;0;14.358,00
30/07/2020;13;Ativo;1.2.3.1.2.2.0;122334;EDIFICACOES - REAVALIACAO;14.358,00;0;0;0;14.358,00
30/07/2020;15;Ativo;1.2.3.1.2.2.0.0;122335;EDIFICACOES - REAVALIACAO;14.358,00;0;0;0;14.358,00
30/07/2020;17;Ativo;1.2.3.1.2.2.0.0.0;65227;EDIFICACOES - REAVALIACAO;14.358,00;0;0;0;14.358,00
30/07/2020;19;Ativo;1.2.3.1.2.2.0.0.0.0;65228;EDIFICACOES - REAVALIACAO;14.358,00;0;0;0;14.358,00
30/07/2020;24;Ativo;1.2.3.1.2.2.0.0.0.0.0001;130794;EDIFICACOES - REAVALIACAO;14.358,00;0;0;0;14.358,00
30/07/2020;9;Ativo;1.2.3.1.9;122219;DEPRECIACAO ACUMULADA;-21.813,84;0;-37,3;-37,3;-21.851,14
30/07/2020;11;Ativo;1.2.3.1.9.1;122220;EDIFICACOES - CUSTO DE AQUISICAO;-17.211,44;0;-16,38;-16,38;-17.227,82
30/07/2020;13;Ativo;1.2.3.1.9.1.0;122336;EDIFICACOES - CUSTO DE AQUISICAO;-17.211,44;0;-16,38;-16,38;-17.227,82
30/07/2020;15;Ativo;1.2.3.1.9.1.0.0;122337;EDIFICACOES - CUSTO DE AQUISICAO;-17.211,44;0;-16,38;-16,38;-17.227,82
30/07/2020;17;Ativo;1.2.3.1.9.1.0.0.0;65229;EDIFICACOES - CUSTO DE AQUISICAO;-17.211,44;0;-16,38;-16,38;-17.227,82
30/07/2020;19;Ativo;1.2.3.1.9.1.0.0.0.0;65230;EDIFICACOES - CUSTO DE AQUISICAO;-17.211,44;0;-16,38;-16,38;-17.227,82
30/07/2020;24;Ativo;1.2.3.1.9.1.0.0.0.0.0001;130820;EDIFICACOES - CUSTO DE AQUISICAO;-17.211,44;0;-16,38;-16,38;-17.227,82
30/07/2020;11;Ativo;1.2.3.1.9.2;122223;EDIFICACOES - REAVALIACAO;-4.602,40;0;-20,92;-20,92;-4.623,32
30/07/2020;13;Ativo;1.2.3.1.9.2.0;122338;EDIFICACOES - REAVALIACAO;-4.602,40;0;-20,92;-20,92;-4.623,32
30/07/2020;15;Ativo;1.2.3.1.9.2.0.0;122339;EDIFICACOES - REAVALIACAO;-4.602,40;0;-20,92;-20,92;-4.623,32
30/07/2020;17;Ativo;1.2.3.1.9.2.0.0.0;65231;EDIFICACOES - REAVALIACAO;-4.602,40;0;-20,92;-20,92;-4.623,32
30/07/2020;19;Ativo;1.2.3.1.9.2.0.0.0.0;65232;EDIFICACOES - REAVALIACAO;-4.602,40;0;-20,92;-20,92;-4.623,32
30/07/2020;24;Ativo;1.2.3.1.9.2.0.0.0.0.0001;130839;EDIFICACOES - REAVALIACAO;-4.602,40;0;-20,92;-20,92;-4.623,32
30/07/2020;7;Ativo;1.2.3.2;122224;EQUIPAMENTOS;109.764,41;0;-4.198,95;-4.198,95;105.565,46
30/07/2020;9;Ativo;1.2.3.2.1;122225;INFORMATICA;648.212,29;0;0;0;648.212,29
30/07/2020;11;Ativo;1.2.3.2.1.1;122226;HARDWARE;336.208,93;0;0;0;336.208,93
30/07/2020;13;Ativo;1.2.3.2.1.1.0;122340;HARDWARE;336.208,93;0;0;0;336.208,93
30/07/2020;15;Ativo;1.2.3.2.1.1.0.0;122341;HARDWARE;336.208,93;0;0;0;336.208,93
30/07/2020;17;Ativo;1.2.3.2.1.1.0.0.0;65233;HARDWARE;336.208,93;0;0;0;336.208,93
30/07/2020;19;Ativo;1.2.3.2.1.1.0.0.0.0;65234;HARDWARE;336.208,93;0;0;0;336.208,93
30/07/2020;24;Ativo;1.2.3.2.1.1.0.0.0.0.0001;150350;INFORMATICA;336.208,93;0;0;0;336.208,93
30/07/2020;11;Ativo;1.2.3.2.1.2;122227;SISTEMAS APLICATIVOS;312.003,36;0;0;0;312.003,36
30/07/2020;13;Ativo;1.2.3.2.1.2.0;122342;SISTEMAS APLICATIVOS;312.003,36;0;0;0;312.003,36
30/07/2020;15;Ativo;1.2.3.2.1.2.0.0;122343;SISTEMAS APLICATIVOS;312.003,36;0;0;0;312.003,36
30/07/2020;17;Ativo;1.2.3.2.1.2.0.0.0;65235;SISTEMAS APLICATIVOS;312.003,36;0;0;0;312.003,36
30/07/2020;19;Ativo;1.2.3.2.1.2.0.0.0.0;65236;SISTEMAS APLICATIVOS;312.003,36;0;0;0;312.003,36
30/07/2020;24;Ativo;1.2.3.2.1.2.0.0.0.0.0001;130857;SISTEMAS APLICATIVOS;312.003,36;0;0;0;312.003,36
30/07/2020;9;Ativo;1.2.3.2.2;122228;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;11;Ativo;1.2.3.2.2.0;122344;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;13;Ativo;1.2.3.2.2.0.0;122345;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;15;Ativo;1.2.3.2.2.0.0.0;122346;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;17;Ativo;1.2.3.2.2.0.0.0.0;65237;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;19;Ativo;1.2.3.2.2.0.0.0.0.0;65238;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;24;Ativo;1.2.3.2.2.0.0.0.0.0.0000;103785;TELECOMUNICACOES;50.604,04;0;0;0;50.604,04
30/07/2020;9;Ativo;1.2.3.2.3;122229;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;11;Ativo;1.2.3.2.3.0;122347;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;13;Ativo;1.2.3.2.3.0.0;122348;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;15;Ativo;1.2.3.2.3.0.0.0;122349;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;17;Ativo;1.2.3.2.3.0.0.0.0;65239;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;19;Ativo;1.2.3.2.3.0.0.0.0.0;65240;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;24;Ativo;1.2.3.2.3.0.0.0.0.0.0001;103794;REFRIGERACAO;23.390,36;0;0;0;23.390,36
30/07/2020;9;Ativo;1.2.3.2.9;122231;DEPREC ACUMULADA / AMORTIZ ACUMULADA;-612.442,28;0;-4.198,95;-4.198,95;-616.641,23
30/07/2020;11;Ativo;1.2.3.2.9.1;122232;DEPRECIACAO ACUMULADA;-612.442,28;0;-4.198,95;-4.198,95;-616.641,23
30/07/2020;13;Ativo;1.2.3.2.9.1.0;122353;DEPRECIACAO ACUMULADA;-612.442,28;0;-4.198,95;-4.198,95;-616.641,23
30/07/2020;15;Ativo;1.2.3.2.9.1.0.0;122354;DEPRECIACAO ACUMULADA;-612.442,28;0;-4.198,95;-4.198,95;-616.641,23
30/07/2020;17;Ativo;1.2.3.2.9.1.0.0.0;65243;DEPRECIACAO ACUMULADA;-612.442,28;0;-4.198,95;-4.198,95;-616.641,23
30/07/2020;19;Ativo;1.2.3.2.9.1.0.0.0.0;65244;DEPRECIACAO ACUMULADA;-612.442,28;0;-4.198,95;-4.198,95;-616.641,23
30/07/2020;24;Ativo;1.2.3.2.9.1.0.0.0.0.0001;111975;DEPREC ACUMULADA INFORMATICA;-308.558,21;0;-2.208,02;-2.208,02;-310.766,23
30/07/2020;24;Ativo;1.2.3.2.9.1.0.0.0.0.0002;103801;DEPREC ACUMULADA TELECOMUNICACOES;-21.809,49;0;-421,68;-421,68;-22.231,17
30/07/2020;24;Ativo;1.2.3.2.9.1.0.0.0.0.0003;103810;DEPREC ACUMULADA REFRIGERACAO;-10.374,96;0;-194,89;-194,89;-10.569,85
30/07/2020;24;Ativo;1.2.3.2.9.1.0.0.0.0.0004;303;AMORT ACUMULADA SISTEMAS E APLICATIVOS;-271.699,62;0;-1.374,36;-1.374,36;-273.073,98
30/07/2020;7;Ativo;1.2.3.3;122234;MOVEIS, MAQUINAS E UTENSILIOS;129.999,30;35.862,49;-11.117,48;24.745,01;154.744,31
30/07/2020;9;Ativo;1.2.3.3.1;122235;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;11;Ativo;1.2.3.3.1.0;122355;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;13;Ativo;1.2.3.3.1.0.0;122356;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;15;Ativo;1.2.3.3.1.0.0.0;122357;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;17;Ativo;1.2.3.3.1.0.0.0.0;65245;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;19;Ativo;1.2.3.3.1.0.0.0.0.0;65246;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;24;Ativo;1.2.3.3.1.0.0.0.0.0.0001;150387;MOVEIS, MAQUINAS E UTENSILIOS;249.755,24;32.500,00;-9.037,08;23.462,92;273.218,16
30/07/2020;9;Ativo;1.2.3.3.9;122236;DEPRECIACAO ACUMULADA;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;11;Ativo;1.2.3.3.9.0;122358;DEPRECIACAO ACUMULADA;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;13;Ativo;1.2.3.3.9.0.0;122359;DEPRECIACAO ACUMULADA;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;15;Ativo;1.2.3.3.9.0.0.0;122360;DEPRECIACAO ACUMULADA;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;17;Ativo;1.2.3.3.9.0.0.0.0;65247;DEPRECIACAO ACUMULADA;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;19;Ativo;1.2.3.3.9.0.0.0.0.0;65248;DEPRECIACAO ACUMULADA;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;24;Ativo;1.2.3.3.9.0.0.0.0.0.0001;152060;DEPREC ACUMULADA MOV MAQ UTENSILIOS;-119.755,94;3.362,49;-2.080,40;1.282,09;-118.473,85
30/07/2020;7;Ativo;1.2.3.8;122244;OUTRAS IMOBILIZACOES;212.195,08;17.043,93;-11.831,16;5.212,77;217.407,85
30/07/2020;9;Ativo;1.2.3.8.3;122245;BENFEITORIAS EM IMOVEIS DE TERCEIROS;355.745,61;17.043,93;0;17.043,93;372.789,54
30/07/2020;11;Ativo;1.2.3.8.3.0;122376;BENFEITORIAS EM IMOVEIS DE TERCEIROS;355.745,61;17.043,93;0;17.043,93;372.789,54
30/07/2020;13;Ativo;1.2.3.8.3.0.0;122377;BENFEITORIAS EM IMOVEIS DE TERCEIROS;355.745,61;17.043,93;0;17.043,93;372.789,54
30/07/2020;15;Ativo;1.2.3.8.3.0.0.0;122378;BENFEITORIAS EM IMOVEIS DE TERCEIROS;355.745,61;17.043,93;0;17.043,93;372.789,54
30/07/2020;17;Ativo;1.2.3.8.3.0.0.0.0;65259;BENFEITORIAS EM IMOVEIS DE TERCEIROS;355.745,61;17.043,93;0;17.043,93;372.789,54
30/07/2020;19;Ativo;1.2.3.8.3.0.0.0.0.0;65260;BENFEITORIAS EM IMOVEIS DE TERCEIROS;355.745,61;17.043,93;0;17.043,93;372.789,54
30/07/2020;24;Ativo;1.2.3.8.3.0.0.0.0.0.0001;150549;DESP COM BENFEIT EM IMOVEIS DE TERC;324.941,61;7.173,93;0;7.173,93;332.115,54
30/07/2020;24;Ativo;1.2.3.8.3.0.0.0.0.0.0004;713;BENFEITORIAS IMOVEIS DE TERC ITAIM BIBI;1.620,00;0;0;0;1.620,00
30/07/2020;24;Ativo;1.2.3.8.3.0.0.0.0.0.0005;150551;BENFEITORIAS IMOVEIS TERC EDU CHAVES 111;29.184,00;9.870,00;0;9.870,00;39.054,00
30/07/2020;9;Ativo;1.2.3.8.9;122247;AMORTIZACAO / DEPRECIACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;11;Ativo;1.2.3.8.9.1;122248;AMORTIZACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;13;Ativo;1.2.3.8.9.1.0;122382;AMORTIZACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;15;Ativo;1.2.3.8.9.1.0.0;122383;AMORTIZACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;17;Ativo;1.2.3.8.9.1.0.0.0;65263;AMORTIZACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;19;Ativo;1.2.3.8.9.1.0.0.0.0;65264;AMORTIZACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;24;Ativo;1.2.3.8.9.1.0.0.0.0.0001;120616;AMORTIZACAO ACUMULADA;-143.550,53;0;-11.831,16;-11.831,16;-155.381,69
30/07/2020;1;Passivo;2;205600;PASSIVO;-221.976.833,30;37.363.290,88;-38.887.588,04;-1.524.297,16;-223.501.130,46
30/07/2020;3;Passivo;2.1;200344;CIRCULANTE;-113.989.736,96;37.359.969,89;-38.879.018,58;-1.519.048,69;-115.508.785,65
30/07/2020;5;Passivo;2.1.1;229218;CONTAS A PAGAR;-23.953.049,25;11.376.986,78;-10.249.004,04;1.127.982,74;-22.825.066,51
30/07/2020;7;Passivo;2.1.1.1;229227;OBRIGACOES A PAGAR;-19.966.246,95;8.417.342,15;-7.986.964,47;430.377,68;-19.535.869,27
30/07/2020;9;Passivo;2.1.1.1.1;232638;FORNECEDORES;-345.642,40;6.928.379,44;-6.935.540,69;-7.161,25;-352.803,65
30/07/2020;11;Passivo;2.1.1.1.1.0;49783;FORNECEDORES;-345.642,40;6.928.379,44;-6.935.540,69;-7.161,25;-352.803,65
30/07/2020;13;Passivo;2.1.1.1.1.0.0;49798;FORNECEDORES;-345.642,40;6.928.379,44;-6.935.540,69;-7.161,25;-352.803,65
30/07/2020;15;Passivo;2.1.1.1.1.0.0.0;49807;FORNECEDORES;-345.642,40;6.928.379,44;-6.935.540,69;-7.161,25;-352.803,65
30/07/2020;17;Passivo;2.1.1.1.1.0.0.0.0;65277;FORNECEDORES;-345.642,40;6.928.379,44;-6.935.540,69;-7.161,25;-352.803,65
30/07/2020;19;Passivo;2.1.1.1.1.0.0.0.0.0;65278;FORNECEDORES;-345.642,40;6.928.379,44;-6.935.540,69;-7.161,25;-352.803,65
30/07/2020;24;Passivo;2.1.1.1.1.0.0.0.0.0.0002;219001;FORNECEDORES;-345.642,40;1.600.817,16;-1.607.769,71;-6.952,55;-352.594,95
30/07/2020;24;Passivo;2.1.1.1.1.0.0.0.0.0.0003;305;FORNECEDORES - CORRETORES;0;1.913.063,11;-1.913.271,81;-208,7;-208,7
30/07/2020;24;Passivo;2.1.1.1.1.0.0.0.0.0.0004;577;FORNECEDORES - SINISTROS;0;3.414.499,17;-3.414.499,17;0;0
30/07/2020;9;Passivo;2.1.1.1.4;212810;DIVIDENDOS, BONIFICACOES E JCP A PAGAR;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;11;Passivo;2.1.1.1.4.0;1106;DIVIDENDOS, BONIFICACOES E JCP A PAGAR;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;13;Passivo;2.1.1.1.4.0.0;1107;DIVIDENDOS, BONIFICACOES E JCP A PAGAR;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;15;Passivo;2.1.1.1.4.0.0.0;1108;DIVIDENDOS, BONIFICACOES E JCP A PAGAR;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;17;Passivo;2.1.1.1.4.0.0.0.0;65279;DIVIDENDOS, BONIFICACOES E JCP A PAGAR;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;19;Passivo;2.1.1.1.4.0.0.0.0.0;65280;DIVIDENDOS, BONIFICACOES E JCP A PAGAR;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;24;Passivo;2.1.1.1.4.0.0.0.0.0.0006;212874;DIVIDENDOS OUTROS;-18.789.907,53;0;0;0;-18.789.907,53
30/07/2020;9;Passivo;2.1.1.1.5;205692;PARTICIPACAO NOS LUCROS A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;11;Passivo;2.1.1.1.5.0;116;PL A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;13;Passivo;2.1.1.1.5.0.0;117;PL A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;15;Passivo;2.1.1.1.5.0.0.0;118;PL A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;17;Passivo;2.1.1.1.5.0.0.0.0;65281;PL A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;19;Passivo;2.1.1.1.5.0.0.0.0.0;65282;PL A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;24;Passivo;2.1.1.1.5.0.0.0.0.0.0001;119;PL A PAGAR;-700.625,04;419.312,19;0;419.312,19;-281.312,85
30/07/2020;9;Passivo;2.1.1.1.6;205700;HONORARIOS REMUNERACOES/ GRATIC A PAGAR;0;957.991,96;-957.991,96;0;0
30/07/2020;11;Passivo;2.1.1.1.6.0;1117;HONORARIOS REMUNERACOES/ GRATIC A PAGAR;0;957.991,96;-957.991,96;0;0
30/07/2020;13;Passivo;2.1.1.1.6.0.0;1118;HONORARIOS REMUNERACOES/ GRATIC A PAGAR;0;957.991,96;-957.991,96;0;0
30/07/2020;15;Passivo;2.1.1.1.6.0.0.0;1119;HONORARIOS REMUNERACOES/ GRATIC A PAGAR;0;957.991,96;-957.991,96;0;0
30/07/2020;17;Passivo;2.1.1.1.6.0.0.0.0;65283;HONORARIOS REMUNERACOES/ GRATIC A PAGAR;0;957.991,96;-957.991,96;0;0
30/07/2020;19;Passivo;2.1.1.1.6.0.0.0.0.0;65284;HONORARIOS REMUNERACOES/ GRATIC A PAGAR;0;957.991,96;-957.991,96;0;0
30/07/2020;24;Passivo;2.1.1.1.6.0.0.0.0.0.0001;216357;SALARIOS;0;910.874,77;-910.874,77;0;0
30/07/2020;24;Passivo;2.1.1.1.6.0.0.0.0.0.0002;216366;RESCISAO CONTRATO DE TRABALHO;0;47.117,19;-47.117,19;0;0
30/07/2020;9;Passivo;2.1.1.1.9;232656;OUTRAS OBRIGACOES A PAGAR;-130.071,98;111.658,56;-93.431,82;18.226,74;-111.845,24
30/07/2020;11;Passivo;2.1.1.1.9.8;220162;OUTRAS OBRIGACOES;-130.071,98;111.658,56;-93.431,82;18.226,74;-111.845,24
30/07/2020;13;Passivo;2.1.1.1.9.8.0;43829;OUTRAS OBRIGACOES;-130.071,98;111.658,56;-93.431,82;18.226,74;-111.845,24
30/07/2020;15;Passivo;2.1.1.1.9.8.0.0;43834;OUTRAS OBRIGACOES;-130.071,98;111.658,56;-93.431,82;18.226,74;-111.845,24
30/07/2020;17;Passivo;2.1.1.1.9.8.0.0.0;65285;OUTRAS OBRIGACOES;-130.071,98;111.658,56;-93.431,82;18.226,74;-111.845,24
30/07/2020;19;Passivo;2.1.1.1.9.8.0.0.0.0;65286;OUTRAS OBRIGACOES;-130.071,98;111.658,56;-93.431,82;18.226,74;-111.845,24
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0006;213378;OUTROS;-9.102,75;358,72;0;358,72;-8.744,03
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0009;219057;SINDICATO;-148;166;-166;0;-148
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0033;211033;INVESTPREV SEGUROS E PREVID S/A;-3,02;3,02;0;3,02;0
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0041;221;IRB - ACERTO DE CONTAS;-3,67;0;0;0;-3,67
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0043;369;IMPOSTOS INDEVIDOS;-611,09;347,91;-363,66;-15,75;-626,84
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0053;490;CUSTO DE APÓLICE A DEVOLVER;-8.861,28;0;0;0;-8.861,28
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0055;529;SEGURO - DESCONTO EM FOLHA;-544,48;0;-241,1;-241,1;-785,58
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0062;699;CEF SINISTRO 1007500010068;-14,78;0;0;0;-14,78
30/07/2020;24;Passivo;2.1.1.1.9.8.0.0.0.0.0063;720;BANCO MAXIMA;-110.782,91;110.782,91;-92.661,06;18.121,85;-92.661,06
30/07/2020;7;Passivo;2.1.1.2;229254;IMPOSTOS E ENCARGOS SOCIAIS RECOLHER;-2.353.723,17;2.029.321,53;-1.849.732,85;179.588,68;-2.174.134,49
30/07/2020;9;Passivo;2.1.1.2.1;229263;IMPOSTO DE RENDA RETIDO DE FUNCIONARIOS;-157.870,11;159.975,05;-113.147,10;46.827,95;-111.042,16
30/07/2020;9;Passivo;2.1.1.2.2;229272;IMPOSTO DE RENDA RETIDO DE TERCEIROS;-15.838,81;18.825,35;-19.378,43;-553,08;-16.391,89
30/07/2020;11;Passivo;2.1.1.2.2.0;1156;IMPOSTO DE RENDA RETIDO DE TERCEIROS;-15.838,81;18.825,35;-19.378,43;-553,08;-16.391,89
30/07/2020;13;Passivo;2.1.1.2.2.0.0;1157;IMPOSTO DE RENDA RETIDO DE TERCEIROS;-15.838,81;18.825,35;-19.378,43;-553,08;-16.391,89
